UFID_Corrected,YEAR,hcw,CG,Ranch,LOT,RanchLOT,PC1,PC2
N60113,2017,721,7,Ranch13,_7096,Ranch13_7096,-0.0128529,-0.0407382
N60114,2017,819,7,Ranch13,_7096,Ranch13_7096,-0.00540736,-4.01E-05
N70001,2017,935,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0116245,0.0362141
N70004,2017,884,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00733833,0.0485907
N70005,2017,861,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00478636,0.033933
N70006,2017,903,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00948545,0.0543859
N70007,2017,906,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0123351,0.0680163
N70008,2017,837,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.000190878,0.0514318
N70009,2017,938,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00988082,0.0433672
N70010,2017,854,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00834608,0.0199694
N70011,2017,768,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00694852,0.0321912
N70012,2017,901,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00624787,0.0283739
N70013,2017,807,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0112691,0.0579113
N70014,2017,811,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00279665,0.0348652
N70015,2017,921,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,0.0166167,0.0454986
N70016,2017,737,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0111893,0.0305121
N70017,2017,803,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00153593,0.00645398
N70018,2017,809,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00295236,0.0242886
N70019,2017,775,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,0.00233565,0.00636197
N70020,2017,799,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0140948,-0.00280561
N70021,2017,846,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0113095,0.0727058
N70022,2017,881,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00798762,0.0348891
N70023,2017,849,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00784336,0.0103508
N70024,2017,917,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0102919,0.0357086
N70025,2017,922,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,0.00219085,-0.0398971
N70026,2017,815,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00895822,0.0199438
N70028,2017,812,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00109441,0.0377313
N70029,2017,966,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00283222,0.0270521
N70030,2017,820,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00761995,-0.0284582
N70031,2017,830,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0114466,0.0596778
N70032,2017,757,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00408831,0.041279
N70033,2017,716,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00149948,-0.0221969
N70034,2017,838,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0107657,0.0566301
N70037,2017,862,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00499288,-0.0254794
N70038,2017,878,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00303799,0.0414438
N70040,2017,905,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.010735,0.00463106
N70041,2017,764,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00841664,-0.0381476
N70042,2017,902,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,0.00394307,-0.00795124
N70043,2017,880,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,0.000163634,0.0279731
N70044,2017,910,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0092751,0.0256676
N70045,2017,784,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0109332,0.023049
N70046,2017,738,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,0.000381194,0.020357
N70047,2017,774,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,0.00215563,0.0289035
N70049,2017,768,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00928573,0.0476575
N70050,2017,778,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00897129,0.0601623
N70051,2017,842,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,0.00109544,0.0306625
N70052,2017,817,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00357516,0.00462549
N70054,2017,751,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0066605,0.0152852
N70056,2017,800,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,0.00117714,0.0440981
N70057,2017,775,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,0.00785608,0.022303
N70058,2017,902,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00343162,-0.0254205
N70059,2017,756,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0102446,0.0333503
N70060,2017,812,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0132454,-0.00970397
N70061,2017,917,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00353174,0.0251319
N70062,2017,805,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,0.00519232,0.00403242
N70063,2017,798,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00620702,0.0113875
N70064,2017,780,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00185541,-0.0274256
N70065,2017,894,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00021614,-0.0256478
N70066,2017,980,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.01207,0.0445671
N70067,2017,792,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00176237,0.0344926
N70068,2017,748,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0014098,0.00592223
N70069,2017,876,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0117144,0.026099
N70070,2017,773,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,0.000631161,0.00518773
N70072,2017,833,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00265609,0.017944
N70073,2017,754,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00937235,0.037938
N70074,2017,843,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.000981596,-0.00560606
N80002,2017,821,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.000753818,0.0500394
N80003,2017,774,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.0118873,-0.0610982
N80005,2017,825,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.0165242,-0.0363193
N80006,2017,810,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00343497,0.0170062
N80008,2017,873,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00476882,-0.0117346
N80009,2017,880,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.000620168,0.00845833
N80010,2017,851,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.0108643,0.0281318
N80011,2017,887,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.00291011,-0.0108172
N80012,2017,827,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00373059,0.00647929
N80014,2017,855,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00721909,0.000850365
N80015,2017,904,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.0065617,-0.0232799
N80016,2017,858,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00568761,0.037275
N80017,2017,912,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.0180624,-0.00956427
N80018,2017,1114,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.000856932,-0.0282899
N80019,2017,1075,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00833687,-0.0289334
N80020,2017,910,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.008962,0.0524295
N80021,2017,832,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.0036926,-0.0146308
N80022,2017,832,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00546402,0.000797794
N80023,2017,912,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.650402,0.0342526
N80024,2017,890,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.00841715,0.00527416
N80025,2017,897,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.00574407,0.0336545
N80026,2017,772,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.0101248,0.0410652
N80027,2017,872,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00464251,-0.0282412
N80028,2017,872,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.000304895,0.0167972
N80029,2017,716,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00177325,0.0200398
N80030,2017,770,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0061792,0.0232087
N80031,2017,737,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.000972619,0.0173549
N80032,2017,845,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00818428,-0.0256211
N80033,2017,832,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.00349674,-0.00587927
N80035,2017,742,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,0.00657969,0.0103067
N80036,2017,783,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0128291,0.0475763
N80037,2017,931,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00572082,-0.0149249
N80038,2017,872,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00696747,-0.00325827
N80039,2017,920,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0116572,-0.0180268
N80040,2017,886,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00470913,0.0317605
N80041,2017,786,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0109323,0.02189
N80042,2017,783,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00414169,0.000899862
N80043,2017,790,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00165432,0.0223832
N80044,2017,895,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.0190391,0.00987045
N80045,2017,910,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00581383,0.0143377
N80046,2017,817,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00888122,0.032417
N80047,2017,711,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,0.0109134,0.00411495
N80048,2017,854,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,0.00291312,0.0377125
N80049,2017,940,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00784488,0.00474098
N80050,2017,755,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00244167,0.0304478
N80051,2017,786,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0121772,0.0308266
N80052,2017,774,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00161307,0.0166078
N80054,2017,824,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00419419,0.0214036
N80055,2017,1083,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.0152576,-0.041447
N80057,2017,767,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00524325,0.039893
N80058,2017,752,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.000472975,0.0375696
N80059,2017,772,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0085391,-0.0164665
N80060,2017,818,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00635502,0.0426233
N80061,2017,753,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,0.00427674,0.0336044
N80062,2017,810,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00158879,0.0271906
N80063,2017,709,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0151528,0.0328842
N80064,2017,873,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0100649,0.0550388
N80065,2017,770,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00745112,0.00821885
N80066,2017,865,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0080299,0.0351487
N80067,2017,874,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.0108259,0.0300723
N80068,2017,921,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00879436,-0.000291437
N80069,2017,739,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00164144,0.0374174
N80070,2017,840,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00932236,0.00117146
N80071,2017,901,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00849385,-0.00525373
N80072,2017,911,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,0.00335704,0.0278113
N80074,2017,812,29,STOFI-Bright,_7206F33,STOFI-Bright_7206F33,0.000785149,0.0289757
N80075,2017,896,29,STOFI-Bright,_7206F33,STOFI-Bright_7206F33,-0.00856542,0.0415779
N80076,2017,861,29,STOFI-Bright,_7206F33,STOFI-Bright_7206F33,0.00428336,-0.0253983
N80077,2017,789,29,STOFI-Bright,_7206F33,STOFI-Bright_7206F33,-0.00663058,0.0377239
N80078,2017,869,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00082011,-0.000973228
N80079,2017,956,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.000126183,0.00473225
N80080,2017,867,29,STOFI-Bright,_7206F33,STOFI-Bright_7206F33,0.0104913,0.0238234
N80081,2017,709,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.0130312,0.0462486
N80082,2017,867,29,STOFI-Bright,_7206F33,STOFI-Bright_7206F33,-0.00305542,0.00958374
N80084,2017,775,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00824854,0.0467446
N80085,2017,806,29,STOFI-Bright,_7206F33,STOFI-Bright_7206F33,-0.0100471,0.0461994
N80086,2017,748,29,STOFI-Bright,_7206F33,STOFI-Bright_7206F33,0.000585115,-0.0364293
N80087,2017,861,29,STOFI-Bright,_7206F33,STOFI-Bright_7206F33,-0.00286064,0.0182573
N80088,2017,764,29,STOFI-Bright,_7206F33,STOFI-Bright_7206F33,-0.0040778,0.0316054
N80090,2017,910,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00364678,0.0182957
N80091,2017,813,29,STOFI-Bright,_7206F33,STOFI-Bright_7206F33,-0.00813265,0.0585502
N80092,2017,810,29,STOFI-Bright,_7206F33,STOFI-Bright_7206F33,-0.011314,-0.00266078
N80093,2017,934,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.0152791,0.0327253
N80094,2017,832,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00418896,0.0222952
N80095,2017,849,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.000552627,0.0217387
N80096,2017,748,29,STOFI-Bright,_7206F33,STOFI-Bright_7206F33,-0.00397414,0.0372477
N80097,2017,834,29,STOFI-Bright,_7206F33,STOFI-Bright_7206F33,-0.00606433,0.016656
N80098,2017,892,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.0129975,-0.0293508
N80099,2017,825,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00120157,-0.00766591
N80100,2017,823,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00805387,0.0397211
N80101,2017,903,29,STOFI-Bright,_7206F33,STOFI-Bright_7206F33,-0.00243796,0.0233458
N80102,2017,828,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.000517568,-0.0312832
N80104,2017,938,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00662328,0.051031
N80105,2017,900,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.0051292,-0.0234456
N80106,2017,875,29,STOFI-Bright,_7206F33,STOFI-Bright_7206F33,-0.00183635,-0.00745907
N80107,2017,920,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00668018,-0.0223203
N80108,2017,976,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00872353,-0.00609037
N80109,2017,911,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00670739,0.051008
N80110,2017,924,30,STOFI-Bright,_7206FF33,STOFI-Bright_7206FF33,-0.00722317,0.0341044
N80111,2017,738,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00723141,0.0279132
N90001,2017,785,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00013006,0.00560569
N90002,2017,654,31,STOFI-Miccos,_7067,STOFI-Miccos_7067,0.004767,0.0071161
N90004,2017,800,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.0131763,-0.0185128
N90005,2017,850,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00385312,-0.00527163
N90006,2017,875,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00851629,0.0116286
N90008,2017,830,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.0142406,0.00830351
N90009,2017,750,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.0131409,-0.00780725
N90010,2017,953,31,STOFI-Miccos,_7067,STOFI-Miccos_7067,0.000943187,0.0302113
N90011,2017,825,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.00946234,-0.0180497
N90012,2017,881,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00621463,0.0541135
N90014,2017,763,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00877333,0.0306299
N90016,2017,831,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00885868,0.0243893
N90017,2017,763,31,STOFI-Miccos,_7067,STOFI-Miccos_7067,0.00288379,0.0347445
N90018,2017,944,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00306497,0.0140268
N90019,2017,830,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.00119381,0.0151753
N90021,2017,809,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.0110551,-0.00643258
N90022,2017,878,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00913313,0.0533073
N90023,2017,800,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00444233,0.0117543
N90024,2017,700,31,STOFI-Miccos,_7067,STOFI-Miccos_7067,-0.00442099,0.0395892
N90025,2017,637,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.012547,0.0408575
N90026,2017,887,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00265777,-0.0365582
N90027,2017,803,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-4.94E-05,0.0264682
N90028,2017,814,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.003965,0.0217478
N90030,2017,695,31,STOFI-Miccos,_7067,STOFI-Miccos_7067,-0.00634609,0.0297528
N90036,2017,821,31,STOFI-Miccos,_7067,STOFI-Miccos_7067,-0.00231822,-0.0234539
N90037,2017,706,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.0058668,0.0363613
N90038,2017,963,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00172813,0.0380446
N90039,2017,767,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00472975,0.021768
N90041,2017,732,31,STOFI-Miccos,_7067,STOFI-Miccos_7067,0.00751621,0.0137636
N90042,2017,742,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00474156,0.0332428
N90043,2017,738,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00921661,0.0395944
N90044,2017,738,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00353251,0.0268337
N90045,2017,887,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00280214,0.0176048
N90046,2017,825,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00792401,0.00945956
N90047,2017,739,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.000844912,0.0135609
N90049,2017,766,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00360373,0.0310477
N90050,2017,957,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.00317333,0.0172871
N90052,2017,839,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.0058174,0.00828142
N90053,2017,768,31,STOFI-Miccos,_7067,STOFI-Miccos_7067,-0.00764604,0.0249913
N90054,2017,852,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00440831,-0.00107997
N90055,2017,799,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00336332,0.030464
N90056,2017,883,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.00678932,-0.0317591
N90057,2017,724,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.000378347,0.0339286
N90058,2017,792,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.014062,-0.0458927
N90059,2017,729,31,STOFI-Miccos,_7067,STOFI-Miccos_7067,0.0104918,0.000928586
N90060,2017,857,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00183121,0.012569
N90061,2017,763,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00689483,-0.0259201
N90062,2017,773,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.010077,0.0297112
N90063,2017,836,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00909775,0.0357459
N11001,2017,839,20,Ranch4,_7077,Ranch4_7077,0.00295254,0.034741
N11002,2017,793,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,0.000139698,-0.0120612
N11003,2017,678,20,Ranch4,_7077,Ranch4_7077,0.0309605,0.016595
N11004,2017,691,18,Ranch3,_7077,Ranch3_7077,-0.00433968,-0.0395558
N11005,2017,757,18,Ranch3,_7077,Ranch3_7077,0.00061031,0.00297169
N11006,2017,574,20,Ranch4,_7077,Ranch4_7077,0.00931792,0.0537559
N11007,2017,815,26,Ranch8,_7077,Ranch8_7077,-0.000233752,0.0209515
N11008,2017,741,20,Ranch4,_7077,Ranch4_7077,0.0164933,0.00838589
N11009,2017,739,20,Ranch4,_7077,Ranch4_7077,-0.00218665,-0.0290465
N11010,2017,773,26,Ranch8,_7077,Ranch8_7077,0.0204768,0.000974164
N11011,2017,856,20,Ranch4,_7077,Ranch4_7077,0.016682,0.00599607
N11012,2017,769,18,Ranch3,_7077,Ranch3_7077,-0.00448852,0.00244388
N11013,2017,738,26,Ranch8,_7077,Ranch8_7077,0.0216069,-0.0147746
N11014,2017,704,20,Ranch4,_7077,Ranch4_7077,-0.00184286,-0.0464179
N11015,2017,622,20,Ranch4,_7077,Ranch4_7077,0.0287712,0.0174459
N11016,2017,699,26,Ranch8,_7077,Ranch8_7077,0.0258699,0.00548729
N11017,2017,750,26,Ranch8,_7077,Ranch8_7077,0.0149186,0.00405979
N11019,2017,833,31,STOFI-Miccos,_7067,STOFI-Miccos_7067,-0.00443943,0.0420324
N11020,2017,774,20,Ranch4,_7077,Ranch4_7077,-0.0103635,-0.0106663
N11021,2017,705,18,Ranch3,_7077,Ranch3_7077,-0.00392831,-0.0422222
N11022,2017,889,20,Ranch4,_7077,Ranch4_7077,0.0263291,0.0349126
N11023,2017,704,18,Ranch3,_7077,Ranch3_7077,-0.00264974,-0.0495649
N11024,2017,754,26,Ranch8,_7077,Ranch8_7077,0.01699,-0.00814968
N11025,2017,854,18,Ranch3,_7077,Ranch3_7077,-0.00609341,-0.0123344
N11026,2017,858,26,Ranch8,_7077,Ranch8_7077,0.000465996,-0.00308766
N11027,2017,675,20,Ranch4,_7077,Ranch4_7077,-0.00179896,0.0239023
N11029,2017,649,20,Ranch4,_7077,Ranch4_7077,0.0305916,0.00845224
N11030,2017,759,20,Ranch4,_7077,Ranch4_7077,0.0323523,0.0134788
N11031,2017,767,20,Ranch4,_7077,Ranch4_7077,0.022454,0.0415351
N11032,2017,668,18,Ranch3,_7077,Ranch3_7077,-0.00403107,-0.0319904
N11033,2017,667,26,Ranch8,_7077,Ranch8_7077,0.0112807,-0.0149907
N11034,2017,888,20,Ranch4,_7077,Ranch4_7077,0.0245575,0.0206983
N11035,2017,844,20,Ranch4,_7077,Ranch4_7077,0.0132718,0.0165829
N11036,2017,816,20,Ranch4,_7077,Ranch4_7077,0.000835818,-0.00244168
N11037,2017,776,18,Ranch3,_7077,Ranch3_7077,0.000626323,0.0168635
N11038,2017,731,26,Ranch8,_7077,Ranch8_7077,0.0210144,0.0245446
N11039,2017,745,27,STOFI-BigCyp,_7067,STOFI-BigCyp_7067,-0.00574283,0.0130722
N11040,2017,682,20,Ranch4,_7077,Ranch4_7077,0.0146585,0.0306584
N11041,2017,754,20,Ranch4,_7077,Ranch4_7077,0.00973491,-0.055511
N11042,2017,691,20,Ranch4,_7077,Ranch4_7077,-0.00865396,0.00595185
N11043,2017,713,18,Ranch3,_7077,Ranch3_7077,0.00132695,-0.0282637
N11044,2017,717,20,Ranch4,_7077,Ranch4_7077,-0.0113913,0.015645
N11045,2017,630,18,Ranch3,_7077,Ranch3_7077,-0.00650632,0.0443879
N11046,2017,714,18,Ranch3,_7077,Ranch3_7077,0.292697,-0.00465806
N11047,2017,714,26,Ranch8,_7077,Ranch8_7077,0.0154439,-0.0214809
N11048,2017,606,20,Ranch4,_7077,Ranch4_7077,0.000957424,-0.0134056
N11049,2017,802,26,Ranch8,_7077,Ranch8_7077,0.0107861,0.0219806
N11050,2017,694,26,Ranch8,_7077,Ranch8_7077,0.00335996,0.00303183
N11051,2017,841,18,Ranch3,_7077,Ranch3_7077,-0.00523404,-0.0193811
N11052,2017,702,26,Ranch8,_7077,Ranch8_7077,-0.00341432,0.0213422
N11053,2017,733,26,Ranch8,_7077,Ranch8_7077,0.0188794,0.0109931
N11054,2017,768,20,Ranch4,_7077,Ranch4_7077,0.283121,-0.0106257
N11055,2017,845,26,Ranch8,_7077,Ranch8_7077,0.01871,0.00888135
N11056,2017,893,18,Ranch3,_7077,Ranch3_7077,-0.00131095,-0.0340701
N11057,2017,652,18,Ranch3,_7077,Ranch3_7077,-0.0027423,-0.0248054
N11058,2017,627,20,Ranch4,_7077,Ranch4_7077,-0.00737578,-0.0269637
